label,algo,size,median,mean,std,q25,q75,count,cv
SYCL-wg32,inclusive_scan,512,261268.0156077855,261189.33680173015,1900.211239858749,260223.37128167326,262895.54792508256,9,0.007275225180043267
SYCL-wg32,inclusive_scan,1024,290418.7978301686,290938.83719312865,4904.106598999924,289115.57521385245,291812.8193198414,9,0.016856142845393034
SYCL-wg32,inclusive_scan,2048,312619.0293724967,294085.1718093257,26249.053194992033,266466.5318202053,316099.4183355581,9,0.08925663621017581
SYCL-wg32,inclusive_scan,4096,289628.40892193286,289268.3449217492,688.5813309919573,289013.4560099135,289700.26889714954,9,0.002380424070176871
SYCL-wg32,inclusive_scan,8192,320958.80233891314,320976.79530688643,312.38012677213163,320835.3003898187,321082.0061912397,9,0.0009732171650398107
SYCL-wg32,inclusive_scan,16384,364220.60193920333,364013.7739925458,606.3840514766088,363868.6255241089,364441.8611111114,9,0.0016658272153433024
SYCL-wg32,inclusive_scan,32768,442464.57043588156,441125.519161929,2970.0472339544203,441377.4248262782,442685.0397978529,9,0.006732884643801736
SYCL-wg32,inclusive_scan,65536,568894.357519253,568903.5630320227,449.9373029817531,568619.4515605997,569391.5062829343,9,0.0007908850149993292
SYCL-wg32,inclusive_scan,131072,825054.3733098189,824760.1246978901,1030.1942448763928,823615.8218694875,825361.3797766017,9,0.0012490834777611893
SYCL-wg32,inclusive_scan,262144,1178082.749790093,1180293.275585409,7343.87073553929,1177610.4962216602,1178596.5910999174,9,0.006222072841935689
SYCL-wg32,inclusive_scan,524288,1869450.069425904,1869329.5260347133,695.5380987806213,1868763.3658210945,1869924.5153538063,9,0.00037207891337169476
SYCL-wg32,inclusive_scan,1048576,3393578.9101941776,3393937.349244877,1287.6132160031914,3393249.8203883506,3394894.8300970863,9,0.000379386265421097
SYCL-wg32,inclusive_scan,2097152,6327211.25,6363966.268686869,80671.68133390637,6306365.118181818,6451137.354545455,9,0.012676321326660965
SYCL-wg32,inclusive_scan,4194304,12853374.333333328,12852302.0691358,31029.32729015993,12836619.81111111,12867750.75555555,9,0.0024143011207832877
SYCL-wg32,inclusive_scan,8388608,25530776.104166668,25531294.73842593,23682.72129797304,25514180.770833332,25553772.02083334,9,0.0009275957815930623
SYCL-wg32,inclusive_scan,16777216,50863106.04166666,50872328.13888888,158137.1322955613,50766825.41666666,50914633.041666664,9,0.003108509833947915
SYCL-wg32,inclusive_scan,33554432,106993981.3076923,104491593.92307693,3054490.245389363,101357064.38461539,107039503.92307693,9,0.02923192316922615
SYCL-wg32,inclusive_scan,67108864,234407517.0,236779999.4074074,9560228.854109107,231959678.33333334,236288048.5,9,0.04037599830237192
SYCL-wg32,inclusive_scan,134217728,462911748.6666667,462388595.48148143,940001.0391446558,461637595.0,463064133.00000006,9,0.002032924359143937
SYCL-wg32,inclusive_scan,268435456,888819682.0,885785797.4444444,8708734.503387753,888453194.5,889592546.0,9,0.009831648383292075
SYCL-wg512,inclusive_scan,8,441698.0,450295.1111111111,35663.05292401523,426420.0,450609.0,9,0.07919928963034047
SYCL-wg512,inclusive_scan,16,149918.41769280625,150204.16319219407,1046.5508258018936,149785.51733635756,150611.34656513296,9,0.0069675220949953105
SYCL-wg512,inclusive_scan,32,165595.35149218378,165426.7331701668,639.874699857541,165032.24846044392,165825.37020369453,9,0.00386802475993606
SYCL-wg512,inclusive_scan,64,180770.0383720927,180668.41047947144,464.4174427113231,180606.67144702803,180880.32816537496,9,0.002570551439949115
SYCL-wg512,inclusive_scan,128,197582.99760664508,198987.1899666807,4529.144073408844,197139.19020132313,198351.67830494166,9,0.022760983127442645
SYCL-wg512,inclusive_scan,256,213756.9963547991,216541.16204266238,8335.334818555422,213402.02278250275,214239.73830498278,9,0.03849307327958837
SYCL-wg512,inclusive_scan,512,229859.41403162084,229941.0129922412,225.81002414079347,229820.8218050065,229902.1706192356,9,0.0009820345713985913
SYCL-wg512,inclusive_scan,1024,247968.8013081127,249468.63480839817,5077.916759547172,247090.08573448815,248442.26604207113,9,0.02035493064467689
SYCL-wg512,inclusive_scan,2048,265198.37776936113,265277.9414462748,219.94678304790096,265137.1467525097,265402.806665404,9,0.0008291182517806348
SYCL-wg512,inclusive_scan,4096,289787.7279851513,292362.7540844617,8199.399406297058,289317.47184986615,290482.1008455342,9,0.028045294045657757
SYCL-wg512,inclusive_scan,8192,319722.76815642527,319841.5293813365,334.8669590461604,319658.73324022314,320192.2518621983,9,0.0010469777320471399
SYCL-wg512,inclusive_scan,16384,367978.0298039219,374820.62919389963,12765.441749551965,365334.2277124184,378265.68078431406,9,0.03405746844031958
SYCL-wg512,inclusive_scan,32768,441243.7869111604,441202.7193943866,431.9188742043665,440943.196964906,441488.13657919667,9,0.0009789578695191103
SYCL-wg512,inclusive_scan,65536,585659.2430613969,586157.7884309874,1375.3426310815994,585064.0454163167,587413.9915895695,9,0.002346369285244989
SYCL-wg512,inclusive_scan,131072,862072.9767156858,861849.8975354031,1482.5977509048478,861037.1384803929,862947.2886029423,9,0.0017202505391537108
SYCL-wg512,inclusive_scan,262144,1238339.9311562222,1238443.2153574573,867.3931626073474,1237616.3477493378,1238943.9064430725,9,0.0007003899345978394
SYCL-wg512,inclusive_scan,524288,1990797.19772404,1991814.0698593333,2094.5076502480733,1990592.9288762447,1992166.5049786635,9,0.0010515578145283372
SYCL-wg512,inclusive_scan,1048576,3652862.4661458316,3652928.5986689813,3758.757150375274,3649203.4999999963,3654925.1380208335,9,0.0010289708788025183
SYCL-wg512,inclusive_scan,2097152,6939672.766169158,6939402.2106136,91847.66023439614,6846675.786069655,7016835.681592039,9,0.013235673253514258
SYCL-wg512,inclusive_scan,4194304,12752567.391304353,12751417.084541064,25234.650066185073,12746898.586956516,12760353.130434785,9,0.0019789682902598975
SYCL-wg512,inclusive_scan,8388608,25266178.041666668,25270684.789351854,37667.825882625315,25242064.854166668,25302864.91666667,9,0.0014905740068625747
SYCL-wg512,inclusive_scan,16777216,50260385.39999999,50778060.36444445,1365772.240373917,50196663.79999999,50329423.32,9,0.02689689662368929
SYCL-wg512,inclusive_scan,33554432,100048189.15384613,101327461.52136752,2609514.3845406272,99984859.6153846,100074943.76923078,9,0.02575327897650277
SYCL-wg512,inclusive_scan,67108864,226094059.16666672,224020894.25925928,7510372.96179725,224284945.66666666,228208360.16666666,9,0.033525323549086
SYCL-wg512,inclusive_scan,134217728,456722070.6666667,463065679.2592592,19587217.52571219,456428078.3333333,457050739.0,9,0.042299005093715404
SYCL-wg512,inclusive_scan,268435456,878193269.5000001,876499663.5555556,6329202.553836504,876207091.5,880101416.5,9,0.007220998269596412
SYCL-wg64,inclusive_scan,8,378080.0,393084.8888888889,47276.05446059465,361840.0,402666.0,9,0.12026932552463981
SYCL-wg64,inclusive_scan,16,156591.4389305634,159222.08119082722,5902.227335247836,156132.59607616896,157932.49894210498,9,0.037069150780500305
SYCL-wg64,inclusive_scan,32,195965.53092656497,194549.23268167145,3991.103952568387,193823.54398718706,196559.40303104924,9,0.020514621916287775
SYCL-wg64,inclusive_scan,64,194942.29343918493,200761.23357299788,12488.050242997417,190807.5479328945,210880.2532953868,9,0.06220349427399136
SYCL-wg64,inclusive_scan,128,225843.63232916937,228409.66067434056,15373.714677643466,225046.85642909602,227970.69184423191,9,0.06730763765532156
SYCL-wg64,inclusive_scan,256,213290.33685507963,214675.87640625305,3633.215431179026,213045.8857193169,213591.68321887605,9,0.0169241905145575
SYCL-wg64,inclusive_scan,512,229802.47510271036,229571.51883502238,621.9934402689248,228967.68578471662,230101.39769926065,9,0.0027093667517001955
SYCL-wg64,inclusive_scan,1024,247936.60155148097,255968.50276210604,17557.253345662193,246991.85842736243,248808.65391396324,9,0.06859146010624474
SYCL-wg64,inclusive_scan,2048,265747.83824367984,265740.3102494243,452.4764935541579,265584.9294810874,266143.72305645305,9,0.0017027017584553231
SYCL-wg64,inclusive_scan,4096,291538.13416149036,293805.5711985275,6550.912945665976,289818.39109730715,292698.3629399586,9,0.022296762171468337
SYCL-wg64,inclusive_scan,8192,323368.6688909346,327364.91938947706,12389.470862719932,323113.67487344664,323501.67211228743,9,0.037846055361783475
SYCL-wg64,inclusive_scan,16384,374839.3995766077,375444.2534180121,5746.410181412914,374013.7917438482,375016.5501455418,9,0.015305628276629863
SYCL-wg64,inclusive_scan,32768,449845.68135048234,449919.90950339375,829.6976680855695,449358.55627009633,450291.1356913174,9,0.001844100806744386
SYCL-wg64,inclusive_scan,65536,590948.3078556258,593623.5561689073,7195.823405940987,589908.7558386406,594217.2849256886,9,0.01212186297387012
SYCL-wg64,inclusive_scan,131072,865942.5487053012,862327.3381285104,11865.297198927134,865771.5696670759,866462.3908754616,9,0.01375962082412709
SYCL-wg64,inclusive_scan,262144,1193000.1259574455,1193400.9692671397,1040.870938484194,1192571.3693617017,1194306.9812765978,9,0.0008721887825542715
